,tot,counts,mean
Marketing Strategies,385758000.5,5391.0,71555.92663698757
Cath Lab,125877557.0,1042.0,120803.79750479847
Ladder Logic,42361611.0,604.0,70135.11754966888
Poka-Yoke,1381203.0,18.0,76733.5
MACT Standards,639500.0,6.0,106583.33333333333
Microprocessor,25560021.5,311.0,82186.56430868167
Landscaping,288146082.0,7152.0,40288.8817114094
Merchant Services,32240988.0,437.0,73778.00457665903
Lean Six Sigma,78504245.5,781.0,100517.59987195903
Avalara (Tax Software),5162683.5,57.0,90573.3947368421
Analytical Chemistry,48310597.5,806.0,59938.70657568238
Annual Budget Preparation,10300655.0,153.0,67324.54248366013
Health Informatics,9946403.0,107.0,92957.03738317757
Real Estate Valuation,831839.0,14.0,59417.07142857143
BrightEdge,5922531.0,67.0,88395.98507462686
Telerik,17222447.5,150.0,114816.31666666667
Android Studio,27255614.5,252.0,108157.2003968254
Retail Operations,230839389.5,5615.0,41111.20026714158
Stakeholder Identification,3398722.5,34.0,99962.42647058824
Neo4j,14673696.0,118.0,124353.35593220338
Molecular Diagnostics,5651691.5,77.0,73398.59090909091
Informal Education,3682475.5,63.0,58451.99206349206
Web Parts,4759138.0,53.0,89795.05660377358
Technical Training,166049765.0,2600.0,63865.29423076923
Cocoa Touch,4167888.5,38.0,109681.27631578948
Packaging Machine Operation,41853674.0,1017.0,41154.055063913474
Concussion Management,837218.0,21.0,39867.52380952381
Document Management Software,4590361.0,77.0,59615.07792207792
Network Support,104364028.5,1336.0,78116.7877994012
Total Productive Maintenance,7821230.0,92.0,85013.36956521739
Mongoose (Software),985271.5,10.0,98527.15
Payroll Liabilities,2795713.0,53.0,52749.301886792455
Panopto (Software),837358.0,13.0,64412.153846153844
Offensive Security Certified Professional,18731473.0,150.0,124876.48666666666
Core Product,19793153.0,223.0,88758.533632287
Low-Income Housing Tax Credit,17423886.0,286.0,60922.67832167832
Pilates Certification,4200503.0,57.0,73693.0350877193
Syllabus Development,13601955.5,212.0,64160.16745283019
Operations Security,20142885.0,177.0,113801.61016949153
Jetty,3701881.5,32.0,115683.796875
Digital Signal Processing,27160869.5,397.0,68415.28841309824
Curriculum Development,188439922.5,3277.0,57503.79081476961
Healthcare Coding,1793783.0,29.0,61854.58620689655
Salesforce Service Cloud,26515239.5,172.0,154158.3691860465
WAN Optimization,7469497.5,61.0,122450.77868852459
Medication Administration,406326918.0,6171.0,65844.58240155566
Remote Infrastructure Management,5349663.0,84.0,63686.46428571428
Budget Development,102032801.0,1149.0,88801.39338555266
BRFplus,2736060.0,23.0,118959.13043478261
Environmental Protocols,10510358.0,107.0,98227.64485981308
Segmentation Analysis,6269144.0,48.0,130607.16666666667
Behaviour Therapy,25968252.5,478.0,54326.88807531381
Operational Maintenance,5140923.5,72.0,71401.71527777778
Type 1 Diabetes,818520.0,27.0,30315.555555555555
Sports Nutrition,1329420.0,23.0,57800.86956521739
Linguistic Prescription,6538739.0,116.0,56368.43965517241
Convergent Technologies Operating Systems,7754531.0,51.0,152049.6274509804
Machine Learning,377621907.5,3018.0,125123.22978793904
Good Manufacturing Practices,597405053.5,12741.0,46888.396005023154
Foreign Trade Zones,754767.0,12.0,62897.25
Presentation Software,79626261.0,1841.0,43251.635524171645
Business Process,974765007.0,9892.0,98540.7406995552
Electrical Engineering Technology,4916688.5,72.0,68287.34027777778
Problem Solving,6628154597.0,107667.0,61561.616809235886
Legal Knowledge,10505486.5,101.0,104014.71782178218
Tapping,14247216.0,329.0,43304.60790273556
Minitab,6618245.0,79.0,83775.25316455697
Hydraulic Jacks,12054728.5,317.0,38027.53470031546
Claims And Litigation Management,9551705.5,89.0,107322.53370786516
Hospital Sales,4674016.0,40.0,116850.4
Sales Optimization,16275897.0,231.0,70458.42857142857
Patch Panels,7360346.0,145.0,50761.00689655173
Federal Information Security Management Act,10320575.5,98.0,105311.99489795919
Templates,268415924.0,3359.0,79909.47424828818
Medical Affairs,55137620.0,448.0,123075.04464285714
Genetic Counseling,1097710.0,17.0,64571.17647058824
Master Of Business Administration (MBA),669302654.0,5911.0,113230.02097783794
Network Utilities,963001.0,11.0,87545.54545454546
Microsoft Project,331836326.0,3303.0,100465.13048743566
Loading And Unloading,2198032267.5,56947.0,38597.85884243244
Define Measure Analyze Design And Validate (DMADV),219095.5,2.0,109547.75
Pediatric Dentistry,20263885.5,290.0,69875.46724137932
Industrial And Organizational Psychology,20588320.5,216.0,95316.29861111111
Conference Planning,11389903.5,130.0,87614.64230769231
Implement Projects,23204227.0,307.0,75583.80130293159
Fire Safety,59810942.5,1207.0,49553.39063794532
Alternative Lending,1945301.0,20.0,97265.05
Tag Management,8883257.5,86.0,103293.69186046511
Powered Industrial Truck (PIT) Operation,125812341.5,3426.0,36722.80837711617
Food Preparation,397725473.5,11573.0,34366.67013738875
Milling,95935531.0,1723.0,55679.35635519443
Animal Welfare,10054006.0,258.0,38969.01550387597
Probability,50264900.5,402.0,125037.065920398
IT Risk Management,23701074.0,178.0,133152.1011235955
Alliance Of Information And Referral Systems (AIRS) Certified,4872289.0,68.0,71651.30882352941
Azure Cognitive Services,775637.0,6.0,129272.83333333333
Bash (Scripting Language),208820112.5,1767.0,118177.76598754952
American Sign Language (ASL),7069312.0,131.0,53964.21374045801
Stocking Merchandise,223519991.0,6696.0,33381.12171445639
Content Editing,28908546.5,471.0,61376.956475583866
Compensation Strategy,6946580.5,69.0,100675.07971014493
Mathematics Education,46221334.5,979.0,47212.80337078652
Waste Treatment,3854217.5,67.0,57525.63432835821
Scrum (Software Development),997772932.0,8380.0,119065.98233890215
Pass-Through Entity Taxation,3327578.0,35.0,95073.65714285715
Border Gateway Protocol,73050811.0,607.0,120347.29983525535
Markup Languages,4450766.0,47.0,94697.14893617021
Business Objects Framework,59088643.0,649.0,91045.6748844376
Licensed Marriage And Family Therapist (LMFT),91558230.0,1028.0,89064.42607003891
Network Sockets,10632651.0,102.0,104241.67647058824
VMware ESX Servers,40752835.5,387.0,105304.48449612403
Prescriptive Analytics,4922794.0,46.0,107017.26086956522
Dough Preparation,4044361.0,111.0,36435.68468468468
International Studies,1319956.5,23.0,57389.413043478264
Carpentry,487224908.5,9789.0,49772.694708346105
Social Welfare,29943454.5,463.0,64672.6879049676
Agile Product Management,10036533.0,78.0,128673.5
Service Layer,9235802.5,76.0,121523.71710526316
Quadratic Equations,1343310.0,16.0,83956.875
Enzyme-Linked Immunosorbent (ELISA) Assay,11557286.5,197.0,58666.42893401015
Electrical Machines,3315547.5,63.0,52627.73809523809
Test Market,1689416.0,27.0,62570.96296296296
Custom Fields,9710110.0,100.0,97101.1
Zoning (Networking),7047393.0,95.0,74183.08421052631
Customer Retention,177108703.5,3143.0,56350.20792236717
Bioburden Testing,5086422.5,103.0,49382.7427184466
Accounting Regulations,11338551.5,156.0,72683.02243589744
Lisp (Programming Language),808600.0,6.0,134766.66666666666
Compassion,553376063.0,11082.0,49934.67451723516
Distress Signals,1078030.0,42.0,25667.380952380954
Accounts Payable Processing,26581647.5,547.0,48595.33363802559
Service Component Architecture,828205.0,7.0,118315.0
Adobe Shockwave,0.0,0.0,
Construction Documentation,11143003.0,165.0,67533.35151515152
Travis Ci,1769500.0,14.0,126392.85714285714
Leadership Studies,43871713.5,517.0,84858.24661508705
Depreciation,88720367.5,1390.0,63827.602517985615
Thermoforming,30725675.0,707.0,43459.229137199436
Internet Marketing,28425140.5,524.0,54246.451335877864
Retail Channels,8301591.0,117.0,70953.76923076923
Lean Methodologies,26253124.5,275.0,95465.90727272727
MVS (OS),10489048.5,99.0,105949.98484848485
Licensed Professional Counselor (LPC),109087340.0,1562.0,69838.24583866837
Proxy Servers,44954729.5,359.0,125222.08774373258
Diagnostic Tools,50169437.5,776.0,64651.33698453608
IT General Controls (ITGC),11094289.5,106.0,104663.10849056604
Financial Software,40500005.5,519.0,78034.69267822737
Information Architecture,75065180.0,672.0,111704.13690476191
Influenza,19131287.5,288.0,66428.08159722222
Supply Chain,805090765.0,10961.0,73450.48490101268
Taleo,35710230.0,530.0,67377.7924528302
Data Warehouse Systems,6040991.5,54.0,111870.21296296296
Apache JMeter,34276930.5,293.0,116986.1109215017
Structured Analysis,3201429.0,29.0,110394.10344827586
Demand Forecasting,27547786.5,329.0,83731.87386018237
JSON Web Token (JWT),18433922.0,142.0,129816.35211267606
Sub-Acute Care,2452764.0,38.0,64546.42105263158
Gas Detector,971292.0,13.0,74714.76923076923
Microsoft Security Essentials,6788488.0,80.0,84856.1
Energy Technology,5095101.0,52.0,97982.71153846153
Transmission,223795232.5,3637.0,61532.92067638163
Social Perceptiveness,20804749.0,511.0,40713.79452054795
Cancer Genetics,407720.0,6.0,67953.33333333333
Innovation,2491127682.0,33582.0,74180.44434518492
Social Media Marketing,123489981.5,2235.0,55252.78814317673
Covenants,23734568.0,233.0,101865.09871244636
Project Documentation,159109395.5,1779.0,89437.54665542439
Personnel Selection,15320310.5,232.0,66035.82112068965
Cash Posting,17219193.0,358.0,48098.304469273746
Real Estate Transactions,86866910.5,1201.0,72328.81806827644
Athletic Training,18091864.0,347.0,52137.93659942363
Private Equity,94339879.5,769.0,122678.64694408323
Product Launch Readiness,3653177.0,27.0,135302.85185185185
Capital Structures,6570340.0,59.0,111361.69491525424
Design Management,8552827.5,95.0,90029.76315789473
Adjusting Entries,15140060.5,247.0,61295.79149797571
Mantoux Testing,5397812.0,102.0,52919.72549019608
Solar Sales,77302399.5,692.0,111708.66979768786
Data Control,7477043.0,95.0,78705.71578947369
Cloud-Native Computing Foundation (CNCF) Standards,1922500.0,18.0,106805.55555555556
Strong Work Ethic,2104060338.0,42284.0,49760.20097436383
Java Enterprise Edition,42012197.0,361.0,116377.27700831025
Contract Lifecycle Management,7146113.5,63.0,113430.37301587302
Armed Guard,3145727.0,91.0,34568.42857142857
Wire Strippers,10315964.0,210.0,49123.63809523809
Avaya (Telecommunications),23097973.0,312.0,74031.96474358975
Corporate Financial Reporting,2910328.0,33.0,88191.75757575757
Environmental Control,8688031.0,120.0,72400.25833333333
Tires,92008994.0,2178.0,42244.71717171717
Data Intelligence,7258932.0,95.0,76409.81052631579
Monte Carlo Methods,7188747.5,61.0,117848.31967213115
Viscometer,5406050.0,112.0,48268.30357142857
Blockchain,38615064.5,299.0,129147.372909699
Accounting Research,11273434.0,128.0,88073.703125
Financial Policy,59750350.5,889.0,67210.7429696288
Ruby (Programming Language),230525287.5,1904.0,121074.2056197479
Operating System Development,110000.0,1.0,110000.0
Intravenous Therapy,214998071.0,3546.0,60631.15369430344
Furnaces,44220345.5,874.0,50595.36098398169
High Voltage,59651441.5,659.0,90518.12063732928
User Story,324832203.5,2862.0,113498.32407407407
Manufacturing Engineering,107352302.0,1263.0,84997.86381631038
Classification And Regression Tree (CART),4281662.5,98.0,43690.433673469386
Table Setting,11756295.0,384.0,30615.3515625
Stored Procedure,166518989.0,1519.0,109624.08755760369
AMT Asset Management Software,705549.0,17.0,41502.882352941175
Single-Phase Electric Power,9238545.0,163.0,56678.19018404908
Customer Data Management,209096679.5,4226.0,49478.62742546143
Oracle E-Business Suite,45123424.5,441.0,102320.69047619047
Government Contracting,15313280.5,180.0,85073.78055555555
Intellectual Property,41491620.0,442.0,93872.44343891402
Azure DevOps,205804402.0,1669.0,123310.0071899341
Public Cloud,186474700.0,1407.0,132533.54655294953
Urban Design,3521842.5,49.0,71874.33673469388
OPNET,553248.0,6.0,92208.0
Azure Service Bus,9679096.0,77.0,125702.54545454546
Materials Transport,52666018.0,1296.0,40637.359567901236
Instructor-Led Training,6652827.5,97.0,68585.85051546391
Urgent Care,68836275.0,792.0,86914.48863636363
Recruitment Software,23721489.5,338.0,70181.92159763313
IOS Development,47556969.5,420.0,113230.87976190477
Settlement,88612271.0,1072.0,82660.7005597015
Governance Risk Management And Compliance,53970052.0,448.0,120468.86607142857
Primary Source Information,2167778.0,31.0,69928.32258064517
Hyperion Enterprise,3520320.0,41.0,85861.46341463414
Content Management,115834616.5,1453.0,79721.00240880936
Visual Acuity,199457040.0,4245.0,46986.34628975265
Talent Sourcing,132735085.0,2117.0,62699.6150212565
Swimming Pool Maintenance,90381577.0,1812.0,49879.45750551877
Vendor Management,262449121.5,3087.0,85017.53206997084
Financial Needs Assessment,854004.0,15.0,56933.6
Land Management,26542402.5,343.0,77383.09766763849
Medical Imaging,35214891.5,340.0,103573.21029411764
News Anchoring,395230.0,6.0,65871.66666666667
Series 63 Uniform Securities Agent State Law License,79758392.5,749.0,106486.50534045394
Cleaning Validation,5051246.5,57.0,88618.35964912281
ISpring Suite,62000.0,1.0,62000.0
Motor Coordination,14720724.5,386.0,38136.59196891192
Value Stream Mapping,19689470.5,208.0,94660.91586538461
Payment Card Industry (PCI) Data Security Standards,87938636.5,891.0,98696.56172839506
Question Answering,252940.0,3.0,84313.33333333333
Laboratory Techniques,15609725.0,316.0,49397.86392405063
Product Adoption Strategies,18298547.0,185.0,98911.06486486486
Microsoft Certified Technology Associate,1667941.5,24.0,69497.5625
Evidence-Based Practice,26023522.0,374.0,69581.60962566845
Bloodborne Pathogens,59887217.5,1266.0,47304.27922590837
AppExchange,18580625.5,166.0,111931.47891566265
Verbal Communication Skills,4265357335.0,72409.0,58906.45271996575
Relational Databases,434696252.5,3902.0,111403.44759097899
Safety Science,4333949.0,45.0,96309.97777777778
Call Recording,9452586.5,132.0,71610.50378787878
Microsoft Certified Systems Engineer,53700762.5,611.0,87889.95499181669
Scale (Map),16340737.5,238.0,68658.56092436975
Oxygen Therapy,10656259.5,207.0,51479.514492753624
Early Childhood Education,67183546.5,1812.0,37077.012417218546
Strong Academic Record,14986107.5,204.0,73461.3112745098
Microsoft Azure Certification,22244024.0,166.0,134000.14457831325
Conference Room Technology,2234797.5,37.0,60399.93243243243
Functional Electrical Stimulation,4271017.5,116.0,36819.11637931035
Jrules,332800.0,3.0,110933.33333333333
Lens Prescriptions,2608126.0,71.0,36734.16901408451
Service-Oriented,267408000.0,5887.0,45423.47545439103
Agricultural Science,2842769.5,52.0,54668.644230769234
Specimen Labeling,7799573.5,176.0,44315.75852272727
Interventional Cardiology,14636117.5,79.0,185267.31012658228
GE iFix,4334275.5,45.0,96317.23333333334
Core Data (Software),7753166.5,63.0,123066.13492063493
BigFix (Endpoint Management Software),1626190.0,18.0,90343.88888888889
Sanitization,48424413.0,1284.0,37713.71728971963
Climate Modeling,0.0,0.0,
Image File Formats,823844.0,8.0,102980.5
Tracheotomy,79716071.0,1179.0,67613.29177268872
Atlassian Crucible,2594540.0,28.0,92662.14285714286
Build Tools,53433815.0,503.0,106230.24850894632
Performance Reporting,136233510.5,1758.0,77493.46444823663
Fire Alarm Systems,89446093.0,1477.0,60559.30467163169
Vestibular Rehabilitation,4003533.0,63.0,63548.142857142855
Community Mental Health Services,47441795.5,725.0,65436.95931034483
Eclipse (Software),68075745.5,704.0,96698.50213068182
Market Environment,15955794.0,242.0,65933.03305785124
Financial Acumen,106669221.0,1080.0,98767.79722222222
Fair Credit Reporting Act,25317333.0,461.0,54918.29284164859
Isomerization,0.0,0.0,
Electronic Signatures,17158485.0,268.0,64024.19776119403
Metadata Repository,1923089.5,15.0,128205.96666666666
Business Operations,344477215.5,4597.0,74935.22199260387
Font Management Software,311100.0,7.0,44442.857142857145
Cash Register,571013069.5,18781.0,30403.76281880624
Risk Based Internal Auditing,5770259.0,62.0,93068.69354838709
Self-Discipline,563256668.5,8373.0,67270.59220112265
Network Troubleshooting,101871746.5,1380.0,73820.10615942029
Organizational Culture Change,22042453.0,187.0,117874.08021390374
Custom Object,1748930.0,14.0,124923.57142857143
Security Camera Monitoring,39944379.5,1328.0,30078.599021084337
Strategic Procurement,53818997.5,453.0,118805.73399558499
Backlogs,44653056.5,459.0,97283.34749455338
Mental Health,459092928.0,7128.0,64406.97643097643
Kidneys,3706828.0,35.0,105909.37142857142
Operating Budget,73061596.5,823.0,88774.72235722965
Plan Execution,55710786.0,631.0,88289.676703645
System On A Chip,1738964.0,16.0,108685.25
Deviation Investigations,11750327.5,193.0,60882.525906735755
Youth Athletics,22178625.5,603.0,36780.473466003314
Organizational Branding,3225731.5,43.0,75017.01162790698
Patents,49291313.0,512.0,96272.095703125
Physical Security,89644464.0,2267.0,39543.2130569034
Certified Documentation Improvement Practitioner,861392.0,10.0,86139.2
Sense Of Smell,8386343.0,178.0,47114.286516853936
