,differences taken
Skill: Wireless Broadband,3.0
Skill: Multer,0.0
Skill: GenePattern,
Skill: Developmental Coordination Disorder,
Skill: Certified Vision Rehabilitation Therapist,0.0
Skill: Pantomime,
Skill: Q Learning,0.0
Skill: Refrigerator Repair,0.0
Skill: JPEG 2000,0.0
Skill: Trajectory Planning,
Skill: Dynamic Ip,0.0
Skill: Freedom Of Information Laws,1.0
Skill: Limited Government,0.0
Skill: Oneclick,1.0
Skill: JavaBeans Activation Framework,2.0
Skill: HackerOne,1.0
Skill: Peoplesoft Integration Broker,1.0
Skill: Continuous Mandatory Ventilation,0.0
Skill: IBM Websphere Integration Developer,0.0
Skill: XCF,0.0
Skill: Facebook Apps,1.0
Skill: ADP PCPW,1.0
Skill: Archival Preservation,0.0
Skill: Webservice Client,0.0
Skill: Function Model,1.0
Skill: UltraEdit,1.0
Skill: Brucellosis,0.0
Skill: TextPad,1.0
Skill: Document And Media Exploitation,1.0
Skill: Preboot Execution Environment,1.0
Skill: Gestational Hypertension,2.0
Skill: Fact Table,1.0
Skill: WAN Interface Card,
Skill: Voice Training,0.0
Skill: Nodal Analysis,0.0
Skill: Qualitative Inorganic Analysis,1.0
Skill: Environmental Pollutants,1.0
Skill: Biodefense,
Skill: Image Matching,1.0
Skill: Delegated Examining Certification,1.0
Skill: Microstrip,1.0
Skill: FAST ESP,1.0
Skill: Swing Trading,0.0
Skill: Radiobiology,0.0
Skill: Microsoft Macro Assembler,
Skill: Mantoux Tests,1.0
Skill: Video Memory,1.0
Skill: PDF Split And Merge,0.0
Skill: HP BASIC,0.0
Skill: Electronic Intelligence,2.0
Skill: Quantum Cryptography,1.0
Skill: Certified Broadcast Technologist,
Skill: Gallium Nitride,0.0
Skill: BASIC Stamp,0.0
Skill: Activity Assistant Certified,0.0
Skill: Certified Specialist in Sports Dietetics,
Skill: Multiple Axes,0.0
Skill: Particle Swarm Optimization,0.0
Skill: Farm Property,1.0
Skill: Operational View,0.0
Skill: RTLinux,0.0
Skill: Fileshare,3.0
Skill: Web Modeling,1.0
Skill: Certification In Clinical Biochemical Genetics,1.0
Skill: Master Certified Negotiation Expert,0.0
Skill: Intestate,0.0
Skill: Dysmorphology,
Skill: Forest Restoration,0.0
Skill: Teradata Certified Professional,0.0
Skill: Participant Observation,2.0
Skill: Microsoft Office Specialist Master,0.0
Skill: Mathematical Physics,
Skill: Adobe Flash Professional,1.0
Skill: Environmental Anthropology,1.0
Skill: Permanent Mold Casting,0.0
Skill: Deeplearning4j,1.0
Skill: Windows Package Management,1.0
Skill: EMC VPLEX,
Skill: Vacuum Deposition,
Skill: Optical Mapping,1.0
Skill: Oracle Flashback,0.0
Skill: Registered Physician In Vascular Interpretation (RPVI),1.0
Skill: Antibody-Dependent Cell-Mediated Cytotoxicity,2.0
Skill: Data Facility Storage Management,0.0
Skill: Wine Processing,0.0
Skill: Windows Messaging,0.0
Skill: Marbleizing,0.0
Skill: Sequential Access,2.0
Skill: Hyperemesis Gravidarum,0.0
Skill: Polyclonal Antibodies,1.0
Skill: Stage Props,1.0
Skill: Polygonal Modeling,
Skill: Financial Aid Information Sessions,1.0
Skill: Eclampsia,0.0
Skill: Gaussian Process,0.0
Skill: Amazon Timestream,0.0
Skill: Federal Estate And Gift Tax,
Skill: Certified Plant Supervision,0.0
Skill: MIDAS Civil,0.0
Skill: MicroStrategy Software Development Kit,0.0
Skill: Serotype,0.0
Skill: Key Generator,0.0
Skill: Crimeware,1.0
Skill: ComponentOne,3.0
Skill: Splice Machine,0.0
Skill: Pundit,1.0
Skill: Structural Family Therapy,
Skill: DbFit,0.0
Skill: Soak Testing,1.0
Skill: Ethnology,0.0
Skill: Avionics Full-Duplex Switched Ethernet,0.0
Skill: Elementary Diagram,3.0
Skill: Text Database,1.0
Skill: Ns (Simulator),
Skill: Diode-Pumped Solid-State Laser,
Skill: FileMan,1.0
Skill: Dimension Table,0.0
Skill: Natural Rubber,2.0
Skill: Provider Model,3.0
Skill: Oracle Text,3.0
Skill: Environmental Interpretation,1.0
Skill: Virtual Hosting,3.0
Skill: Drill Cuttings,1.0
Skill: National Disaster Medical Systems,1.0
Skill: Six Degrees Of Freedom,1.0
Skill: Frequency Allocation,
Skill: Base Address,0.0
Skill: Nitrogen Washout,
Skill: Film Coating,1.0
Skill: Alimony,0.0
Skill: Chromecast,0.0
Skill: Vertical Integration,1.0
Skill: Catalog Merchant,1.0
Skill: Drug Recognition Expert,1.0
Skill: ISight,1.0
Skill: High Intensity Training,0.0
Skill: Building Energy Codes,1.0
Skill: Peoplesoft Travel And Expense Management,
Skill: Flow Assurance,3.0
Skill: Oil Fields,1.0
Skill: Base Conversion,3.0
Skill: Borland Database Engine,
Skill: Lasix,
Skill: IndexedDB,0.0
Skill: Xforms,
Skill: Climate Information,3.0
Skill: Unified Expression Languages,1.0
Skill: Product Availability Matrix,0.0
Skill: Hereditary Breast And Ovarian Cancer,3.0
Skill: Information Economics,1.0
Skill: Object Pascal,1.0
Skill: Microsoft Basic Data Partition,0.0
Skill: Certified Exporter,
Skill: Model View Presenter,0.0
Skill: Laboratory Diagnosis Of Viral Infections,
Skill: Java Persistence Query Language,0.0
Skill: Endotracheal Suctioning,0.0
Skill: Heartsaver First Aid,0.0
Skill: Space Surveillance,
Skill: GeoMedia,1.0
Skill: Audio Mastering,0.0
Skill: Native API,0.0
Skill: Moral Reasoning,0.0
Skill: DipTrace,1.0
Skill: Chronic Prostatitis/Chronic Pelvic Pain Syndrome,3.0
Skill: Scientific Document Preparation,
Skill: Membrane Bioreactor,
Skill: Ground Plane,1.0
Skill: Molecular Biophysics,1.0
Skill: Heap Size,0.0
Skill: Firewalld,1.0
Skill: Administrative Procedure Act,2.0
Skill: Certified Professional Property Specialist,3.0
Skill: Dump Analyzer,0.0
Skill: Twitter Marketing,1.0
Skill: Forced Draft Systems,0.0
Skill: Herpes,
Skill: Knowledge-Based Engineering,0.0
Skill: Soil Compaction,0.0
Skill: Sampled Data Systems,3.0
Skill: High-Complexity Clinical Laboratory Director,1.0
Skill: Ada (Programming Language),
Skill: EnterpriseDB,1.0
Skill: Bulletproof Glass,0.0
Skill: CP System,0.0
Skill: Liver Function Tests,1.0
Skill: Partial Thromboplastin Time,1.0
Skill: Adobe Soundbooth,1.0
Skill: XSL Formatting Objects,0.0
Skill: Social Statistics,1.0
Skill: MicroStrategy Web,0.0
Skill: Classified Document Control,2.0
Skill: DirectShow,1.0
Skill: Windows Driver Kit,0.0
Skill: Military Computers,0.0
Skill: Mitre Box,0.0
Skill: Project Appraisal,1.0
Skill: Googlemock,0.0
Skill: Engineering Procurement Construction Estimating,0.0
Skill: Destoners,0.0
Skill: Zoonotic Diseases,
Skill: Resource Kit (Windows Administration),0.0
Skill: Fault Coverage,0.0
Skill: Incremental Build,0.0
Skill: Microsoft Robotics Developer Studio,3.0
Skill: Nominal Pipe Size,0.0
Skill: Custom URLs,3.0
Skill: Proctoscopy,1.0
Skill: Test Compression,0.0
Skill: Lymphocytic Choriomeningitis,0.0
Skill: Xalan,0.0
Skill: Naturopathy,0.0
Skill: Audio Converter,
Skill: Xerces,0.0
Skill: Textile Technology,1.0
Skill: InstallAnywhere,1.0
Skill: Pitot Static,
Skill: Data Encoding,0.0
Skill: ABA Intervention,1.0
Skill: Rack And Pinion,0.0
Skill: Emission Reduction Projects,
Skill: RefWorks,2.0
Skill: Ocean Modeling,0.0
Skill: Non-Judicial Punishment,
Skill: Transparency (Projection),0.0
Skill: Basic Offshore Safety Induction And Emergency Training (BOSIET),
Skill: Mental Health And Recovery Services,0.0
Skill: Google Contacts,0.0
Skill: Commercial Electrical Inspection,0.0
Skill: Climate Change Programs,1.0
Skill: Commercial Plumbing Inspection,
Skill: Continuum Mechanics,
Skill: Alfresco ECM,
Skill: Onshape (3D Modeling Software),0.0
Skill: Traffic Policing,0.0
Skill: Offshore Construction,0.0
Skill: MIRC,1.0
Skill: Focal Plane Array,2.0
Skill: Webpack 2,0.0
Skill: Integrated Pest Management (Agronomy),1.0
Skill: Lightwave 3D,
Skill: DIAlux,1.0
Skill: Subsea Production Systems,1.0
Skill: UV Mapping,3.0
Skill: CSSP Auditor,1.0
Skill: Firebase Cloud Messaging (FCM),0.0
Skill: Arthrocentesis,1.0
Skill: Construction Quality Control,0.0
Skill: Upper Cervical Specific Chiropractic,1.0
Skill: Criminological Theory,0.0
Skill: ECognition,3.0
Skill: Distribution Transformer,0.0
Skill: Firebird Database,1.0
Skill: Social Structure,1.0
Skill: HP Workstations,0.0
Skill: Percona Xtrabackup (Software),1.0
Skill: JavaMail,1.0
Skill: Noise-Figure Meter,
Skill: Cooling Efficiency,1.0
Skill: DataStax Enterprise Graph,1.0
Skill: Risk-Free Interest Rate,0.0
Skill: Chrome Remote Desktops,
Skill: Underwater Acoustics,1.0
Skill: Border Studies,1.0
Skill: Cofferdam,0.0
Skill: Application Retirement,1.0
Skill: Auditd,1.0
Skill: Certified Transportation Professional,1.0
Skill: Hydrologic Engineering,0.0
Skill: Hot Pressing,2.0
Skill: Stromal Cell,0.0
Skill: Digital Subscriber Line Access Multiplexer,0.0
Skill: Invex Function,1.0
Skill: Port Management,2.0
Skill: Intelligent Control,0.0
Skill: Metastorm BPM,1.0
Skill: Speech Enhancement,0.0
Skill: Linux Packages,0.0
Skill: NgRx Store,3.0
Skill: Design Verification Plan And Report (DVP&R),1.0
Skill: CSCS Card,0.0
Skill: Suspension Cell Culture,
Skill: Elucidat (Software),3.0
Skill: Rotary Printing Press,0.0
Skill: Domino XML Language,1.0
Skill: Laminar Flow,0.0
Skill: Licensed Specialist Clinical Social Worker,3.0
Skill: Sailing,0.0
Skill: CreateJS,0.0
Skill: Chartered Advisor in Philanthropy,1.0
Skill: Legal Nurse Consultant Certified,0.0
Skill: Linear Referencing,0.0
Skill: Dividend Policy,1.0
Skill: TotalChrom,1.0
Skill: Trusted Systems,
Skill: Bookkeeping Fundamentals,1.0
Skill: Petroleums,0.0
Skill: Boolean Networks,0.0
Skill: KGDB,0.0
Skill: Shear Strength,0.0
Skill: Communication Certificates,1.0
Skill: Wowza,0.0
Skill: Certified Network Professional,1.0
Skill: Threaded Insert,1.0
Skill: Bentonite,0.0
Skill: Music Scheduling Systems,1.0
Skill: Kernel Debuggers,1.0
Skill: IP Tunnel,0.0
Skill: Accounting Ethics,1.0
Skill: Eigenvalues And Eigenvectors,
Skill: Transurethral Resection Of The Prostate,1.0
Skill: Pilgway 3DCoat,0.0
Skill: Computer-Assisted Legal Research,
Skill: Sulfur Hexafluoride,1.0
Skill: Glass Transition,1.0
Skill: KairosDB,
Skill: Existential Therapy,0.0
Skill: AWS App Mesh,1.0
Skill: Professional Community Association Manager (PCAM),1.0
Skill: Aeronautical Message Handling Systems,3.0
Skill: Certified In Public Health (CPH),1.0
Skill: Insight ERP,0.0
Skill: Transcription (Genetics),
Skill: VME EXtensions For Instrumentation,2.0
Skill: Password Synchronization,1.0
Skill: Timber Harvesting,
Skill: Marine Invertebrate Zoology,
Skill: Open Transport,2.0
Skill: Sustainable Horticulture,1.0
Skill: Cloud Forensics,0.0
Skill: Collision Detection,1.0
Skill: Winhttp,1.0
Skill: Membranes,1.0
Skill: Contact Angle,
Skill: Hospital Management And Information System,3.0
Skill: Measurement Studio,1.0
Skill: Viewport,0.0
Skill: Mud Systems,
Skill: Translation Studies,1.0
Skill: Parking Sensors,2.0
Skill: Extreme Ultraviolet (EUV) Lithography,1.0
Skill: Theory of Change Development,0.0
Skill: Serde,2.0
Skill: Artificial Insemination,0.0
Skill: Associate Insurance Regulatory Compliance,2.0
Skill: Apollo Server,0.0
Skill: Muhimbi,
Skill: Microsoft Forefront Threat Management Gateway,1.0
Skill: LinkedIn API,1.0
Skill: Network Congestion,
Skill: Photorejuvenation,0.0
Skill: Print Module,
Skill: ExPASy,
Skill: Peoplesoft Application Engine,0.0
Skill: Apicoectomy,2.0
Skill: Data Control Language,1.0
Skill: Verisign,
Skill: Kendo UI Mobile,1.0
Skill: XML Encryption,0.0
Skill: Massage Therapy Certification,2.0
Skill: Oxidative Stress,0.0
Skill: Thermoplastic Elastomer,0.0
Skill: Optical Amplifier,0.0
Skill: URL Redirection,1.0
Skill: Mnist,1.0
Skill: Surgery Simulator,
Skill: Endoscopic Mucosal Resection,1.0
Skill: Apachebench,1.0
Skill: Microsoft Sway,0.0
Skill: Advanced RISC Computing,0.0
Skill: Bicycles,0.0
Skill: Wafer Fabrication,1.0
Skill: Stsadm,0.0
Skill: Pick Operating Systems,
Skill: IBM Tivoli Directory Servers,0.0
Skill: Methane,0.0
Skill: MEPIS,1.0
Skill: Baan Reports,0.0
Skill: Java Module,1.0
Skill: Canine Therapy,
Skill: Pixar RenderMan,0.0
Skill: Crestron Certified Programmer,1.0
Skill: StorageTek Tape Formats,1.0
Skill: Ubercart,
Skill: Cortical Visual Impairment (CVI),0.0
Skill: MQX,1.0
Skill: Certified Mental Performance Consultant,
Skill: Techniques Of Genetic Engineering,1.0
Skill: Playready,0.0
Skill: HDCAM (Video Storage),
Skill: Ionic 4 (Mobile App Framework),0.0
Skill: Certified Pediatric Hematology Oncology Nurse,1.0
Skill: Sight Glass,2.0
Skill: Event Receiver,1.0
Skill: Libav,
Skill: Reservoir Modeling,1.0
Skill: TypePad,1.0
Skill: Abiotic Stress Resistance,1.0
Skill: Runtime Error,0.0
Skill: Empirical Process,1.0
Skill: Drafting Machines,
Skill: Isotope Hydrology,0.0
Skill: Neutron Activation Analysis,0.0
Skill: Agricultural Chemistry,1.0
Skill: Market Neutral,2.0
Skill: Department Of Defense (DoD) 8510,1.0
Skill: Hearing Aid Software,1.0
Skill: Bisulfite Sequencing,0.0
Skill: Proportional Hazards Model,1.0
Skill: National Certified Counselor,1.0
Skill: Borland C++ (Borland Software),
Skill: Professional Neglicence Law,
Skill: Activity Recognition,1.0
Skill: Help Authoring Tool,0.0
Skill: Insulin Therapy,0.0
Skill: Positive Management Leadership,0.0
Skill: Cloudify,0.0
Skill: Signalized Traffic Control,0.0
Skill: Cypher Query Language,0.0
Skill: Engineering Change Packages,1.0
Skill: Transportation Systems Management,0.0
Skill: Aeroponics,1.0
Skill: Professional Technical Training,2.0
Skill: Advanced Installer,
Skill: Chemical Ecology,0.0
Skill: Government Loan Underwriting,0.0
Skill: GameMaker- Studio (Software),
Skill: LSAMS (Loan Servicing Software),0.0
Skill: Construction Cranes,
Skill: Compact Fluorescent Lamp,1.0
Skill: Symbian,1.0
Skill: Contour Line,0.0
Skill: Nuclear Densometer,0.0
Skill: Currency Futures,
Skill: Intergraph SmartPlant 3D,0.0
Skill: Cartographic Design,0.0
Skill: Certified Knowledge Manager,1.0
Skill: Microorganism Identification,0.0
Skill: Hyperic,
Skill: Disk Utility,0.0
Skill: Amazon Elastic File System,2.0
Skill: RMI-IIOP,1.0
Skill: Logical Unit Number Masking,0.0
Skill: Actimize Visual Modeler,1.0
Skill: Space Manufacturing,2.0
Skill: Thermoelectric Cooling,1.0
Skill: DSS / Defense Central Index Of Investigations,
Skill: Open Systems Accounting Software,0.0
Skill: Pedology,0.0
Skill: Viral Diseases,0.0
Skill: Eclipse CDT Project Development Tooling,1.0
Skill: Robust Statistics,
Skill: Statements On Auditing Standards,0.0
Skill: Structural Bioinformatics,1.0
Skill: Hacklang (Programming Language),0.0
Skill: Time Sheet Collection,0.0
Skill: Apache Impala,0.0
Skill: Measuring Network Throughput,0.0
Skill: Apache Turbine,1.0
Skill: Joyent,
Skill: Sorenson Media,1.0
Skill: Semiconductor Lasers,0.0
Skill: Step Certification,0.0
Skill: Hay Baling,1.0
Skill: Tandberg Certified Engineer,2.0
Skill: SpriteKit,0.0
Skill: Windows Console,1.0
Skill: Tfsbuild,0.0
Skill: Fire Dynamics,0.0
Skill: Life 70 (Software),0.0
Skill: Time-Weighted Average Price,
Skill: WebSpeed (Openedge) Advanced Business Language,1.0
Skill: Buildpack,
Skill: Osmotic Concentration,1.0
Skill: Apache Shiro,
Skill: Conversion Coating,0.0
Skill: Sinking Fund,1.0
Skill: Infobright,1.0
Skill: Secure Network Communications,1.0
Skill: Truststore,1.0
Skill: Bluehost,0.0
Skill: Databags,0.0
Skill: DirectLOGIC,
Skill: Registered Kinesiotherapist,
Skill: Microsoft Certified Master,2.0
Skill: Certified Professional Constructor,
Skill: Microsoft Framework,3.0
Skill: Kraft Process,3.0
Skill: IGMP Snooping,
Skill: Facade Pattern,0.0
Skill: Greendao,
Skill: Associate Constructor Certification,
Skill: ADP Pay eXpert,1.0
Skill: Expansion Cards,0.0
Skill: Homogeneous Charge Compression Ignition,1.0
Skill: Osteopathic Manipulative Medicine,
Skill: Nero Multimedia Software,0.0
Skill: Optical Flow,2.0
Skill: Amperometry,1.0
Skill: Resource Breakdown Structure,0.0
Skill: Partitioned Data Set Extended,0.0
Skill: Alexa Skills Kit,0.0
Skill: Telematic Control Unit,0.0
Skill: OSI Protocols,0.0
Skill: Maternity Hospital,
Skill: Signiant (File Transfer Software),1.0
Skill: Reticulocytes (Retic),0.0
Skill: Hormones,
Skill: XLink,0.0
Skill: Certified Distance Learning,0.0
Skill: Differential Analysis,1.0
Skill: IEEE 802.1AE,1.0
Skill: Voice Broadcasting,0.0
Skill: JScript.NET,2.0
Skill: Cardiorespiratory Fitness,0.0
Skill: Vanity Domain,1.0
Skill: Reality Therapy,0.0
Skill: Pulpotomy,0.0
Skill: Vegetable Harvesting,1.0
Skill: Isotopes,0.0
Skill: PyTables,1.0
Skill: Marine Mammal Protection Act,
Skill: Head-Related Transfer Function,
Skill: Film Scoring,3.0
Skill: Messages Servers,0.0
Skill: Desktop Deployment Planning Services,0.0
Skill: Solaris Clusters,
Skill: Large Scale Agile Development,0.0
Skill: Stealth Technology,1.0
Skill: Brunoise,0.0
Skill: Person-Centered Therapy,
Skill: Oracle Autonomous Database,1.0
Skill: Flexural Strength,0.0
Skill: Pedestrian Planning,0.0
Skill: Certified Usability Analyst,0.0
Skill: Preventive Labor Relations,
Skill: Lateral Communication,1.0
Skill: Data Definition Specification,
Skill: Viral Culture,0.0
Skill: Flex Machine,1.0
Skill: Environmental Stress Screening,1.0
Skill: Nucleic Acid Amplification,1.0
Skill: Hydrocarbon Accounting,1.0
Skill: Reinforced Masonry,1.0
Skill: Claus Process,1.0
Skill: IBM UniCA NetInsight,0.0
Skill: Jqtouch,0.0
Skill: Flotation Process,1.0
Skill: Automatic Meter Reading,2.0
Skill: Natural Language Toolkits,
Skill: TeamQuest,2.0
Skill: Off-Pump Coronary Artery Bypass,1.0
Skill: Certified Engineering Operations Executive,
Skill: Conservation Medicine,
Skill: GAMESS,0.0
Skill: Static Library,1.0
Skill: Oracle Aq,0.0
Skill: Petrophysics,
Skill: Iterative Method,2.0
Skill: ISO 14064,
Skill: Spring Professional Certification,0.0
Skill: Hysterosalpingography,0.0
Skill: Transpersonal Psychology,0.0
Skill: School Nutrition Specialist,3.0
Skill: Interactive Electronic Technical Manual (IETM),
Skill: Tritium,0.0
Skill: Systems Neuroscience,0.0
Skill: Air Conditioner Installation,0.0
Skill: Analog Photography,1.0
Skill: Aqueous Chemistry,1.0
Skill: Systems Tool Kit,1.0
Skill: Continuous Stirred-Tank Reactor,1.0
Skill: MetaViewer,0.0
Skill: Multi-Gas Monitors,1.0
Skill: Certified Personnel Consultant,1.0
Skill: Lotus Smartsuite,2.0
Skill: Indexing Service,0.0
Skill: Heat Shielding,1.0
Skill: Utility Cooperative,0.0
Skill: Transition Engineering,1.0
Skill: OpenEmbedded,0.0
Skill: Solar Simulator,0.0
Skill: Market Value Added,
Skill: Cisco Certified Entry Network Technician,0.0
Skill: Initial Coin Offerings,1.0
Skill: Surface Printing,1.0
Skill: XML Interface For Network Services,0.0
Skill: Symbol Table,1.0
Skill: Mine Warfare,
Skill: IBM TotalStorage Expert,0.0
Skill: Private Messaging,1.0
Skill: Java Access Bridge,0.0
Skill: Certified Realtime Reporter,
Skill: Logistics Support Analysis,1.0
Skill: Customer Value Model,1.0
Skill: Electronic Municipal Market Access,
Skill: Industrial Law,0.0
Skill: PLINK (Genetic Analysis Software),1.0
Skill: Zen Cart,0.0
Skill: Induction Sealing,0.0
Skill: Parasoft Concerto,
Skill: Thermal Vacuum Testing,0.0
Skill: Neuroanatomy,1.0
Skill: Lexical Analysis,0.0
Skill: Peoplesoft People Tools,0.0
Skill: Manure Spreaders,1.0
Skill: Geopy,0.0
Skill: Residential Energy Conservation,1.0
Skill: Comet Assays,0.0
Skill: Command Pattern,2.0
Skill: National Outcomes Measurement Systems,
Skill: Personal Area Networks,1.0
Skill: Pollution Regulations,1.0
Skill: Voltage Clamp,1.0
Skill: ImageMagick,
Skill: Symbolic Stream Generator,2.0
Skill: Individual Taxpayer Identification Number,0.0
Skill: Clock Recovery,2.0
Skill: Correlation Database,0.0
Skill: Unix System V,1.0
Skill: WPAN,1.0
Skill: Parallel Communications,0.0
Skill: Town Ordinance,1.0
Skill: Electromagnetic Testing,0.0
Skill: Group Health Insurance Sales,3.0
Skill: TortoiseHg,
Skill: Specimen Selection,
Skill: Mutual Exclusion (Mutex),
Skill: Tweepy,0.0
Skill: Legal File Organization,0.0
Skill: Shipbuilding,0.0
Skill: Geoinformatics,0.0
Skill: Sessionid,0.0
Skill: OGRE,3.0
Skill: International Financial Management,0.0
Skill: Photographic Developer,0.0
Skill: Advanced Ground Instructor,
Skill: Fail2ban,
Skill: Community Radio,1.0
Skill: Gilding,0.0
Skill: CUnit (Unit Testing Framework),0.0
Skill: Numeric Input,0.0
Skill: Space Radiation,0.0
Skill: HR Data Warehouse,0.0
Skill: Mass Finishing,0.0
Skill: Andover Controls (Building Automation System),2.0
Skill: Continuous Data Replicator,0.0
Skill: Pairs Trade,0.0
Skill: Water Line Installation,0.0
Skill: Membrane Roofing,3.0
Skill: Custom Tag,1.0
Skill: Gasoline Direct Injection,0.0
Skill: GROningen MAchine For Chemical Simulations (GROMACS),1.0
Skill: Internet Authentication Service,0.0
Skill: Large-Scale Atomic/Molecular Massively Parallel Simulator (LAMMPS),0.0
Skill: Certified Lubrication Specialist,1.0
Skill: Device Detection,0.0
Skill: Autoregressive Conditional Heteroskedasticity (Time Series Analysis),0.0
Skill: Low-Density Polyethylene,
Skill: Reactivity,0.0
Skill: Indium Antimonide,0.0
Skill: UnrealScript,1.0
Skill: Defense Logistics Information Service,1.0
Skill: Thermodynamic Process,1.0
Skill: Technical Control Facility,1.0
Skill: Habitat Conservation Plan,1.0
Skill: Batch Reactor,1.0
Skill: Private Pilot Licence,0.0
Skill: Alkylation Units,0.0
Skill: Certified Quality Improvement,1.0
Skill: LINA,
Skill: Manga,1.0
Skill: AC/DC Converters,0.0
Skill: Synchronous Motor,2.0
Skill: Phytochemistry,
Skill: Certified Cost Consultant,0.0
Skill: NIPRNet,1.0
Skill: Institutional Brokers' Estimate Systems,1.0
Skill: Maintenance/Operations And Transportation,0.0
Skill: Educational Statistics,0.0
Skill: Marketing Investment Allocation,1.0
Skill: Oracle iPlanet Web Server,0.0
Skill: SRH-2D,1.0
Skill: Data-Driven Manufacturing,0.0
Skill: High-Speed Uplink Packet Access,1.0
Skill: Developmental Neuropsychological Assessment (NEPSY),
Skill: PyQt,0.0
Skill: Pericardial Window,2.0
Skill: First-Hop Redundancy Protocols,1.0
Skill: IBM ESA/390,1.0
Skill: WxPython,0.0
Skill: Asset Liquidation,0.0
Skill: Repointing,1.0
Skill: Financial Systems Infrastructure,0.0
Skill: Mediator Pattern,1.0
Skill: Cyberduck,
Skill: Certified Ambulatory Perianesthesia Nurse,0.0
Skill: Shoulda,
Skill: Mind Manager,0.0
Skill: Metadata Editors,
Skill: Automatic Sprinkler System Layout,1.0
Skill: Urea Breath Tests,0.0
Skill: Box API,2.0
Skill: Service Object,0.0
Skill: Restriction Digest,0.0
Skill: Oracle12c,0.0
Skill: ISO 9,
Skill: Foodservice Management Professional,0.0
Skill: Selenium2library,2.0
Skill: Cementation,1.0
Skill: Gunfire Locator,0.0
Skill: Service Set,
Skill: Jig Borer,3.0
Skill: Web Accelerator,0.0
Skill: Certified Executive Pastry Chef,0.0
Skill: Intelligent Platform Management Interface,1.0
Skill: AISC 360 Specification For Structural Steel Buildings,
Skill: Wireless Internet Service Provider,1.0
Skill: Cold Welding,
Skill: LightTools (Optical Design Software),1.0
Skill: Optical Lens Design,1.0
Skill: Patent Foramen Ovale,1.0
Skill: Sour Gas,1.0
Skill: N Gram,0.0
Skill: Mojarra,1.0
Skill: Shoulder Surgery,
Skill: Microwave Chemistry,0.0
Skill: Migration Policy,
Skill: Quantum Imaging,0.0
Skill: Polymerase Chain Reaction Optimization,3.0
Skill: Static Load,0.0
Skill: Matte Painting,1.0
Skill: RPM Package Manager,1.0
Skill: Rich Internet Application Frameworks,1.0
Skill: Debt Selling,1.0
Skill: Threatened And Endangered Species Surveys,3.0
Skill: Echolink,0.0
Skill: Backflow Prevention Assembly Tester,0.0
Skill: Tri-care,0.0
Skill: Uniform Plumbing Code,0.0
Skill: Assembla,1.0
Skill: Cluster Development,0.0
Skill: Disk Cleanup,0.0
Skill: Certified Senior Advisor,0.0
Skill: Tropical Medicine,1.0
Skill: Diving Medicine,0.0
Skill: Sediment Transport,
Skill: Lotus Sametime,0.0
Skill: Geriatric Syndromes,0.0
Skill: Medical Administrative Specialist,2.0
Skill: Nuclear Criticality Safety,1.0
Skill: Radio Base Station,0.0
Skill: Adobe AIR,0.0
Skill: Quick UDP Internet Connections (QUIC),1.0
Skill: IBM Advanced Peer-To-Peer Networking,0.0
Skill: Health And Wellness Management,1.0
Skill: Avaya IP Phone 1140e,1.0
Skill: Socialengine,0.0
Skill: Series 52 Municipal Securities Representative License,0.0
Skill: Submersible Pump,1.0
Skill: Sun Certified Web Component Developer (SCWCD),0.0
Skill: Allied Health Instructor,0.0
Skill: Retrofitting,0.0
Skill: Military Doctrine,0.0
Skill: Sentence Completion Tests,1.0
Skill: Child Adolescent And Family Services,3.0
Skill: Database Permissions,1.0
Skill: Cinema Craft Encoder,
Skill: PeopleSoft Enterprise Contracts,0.0
Skill: Harbor Security,2.0
Skill: Cost Per Impression,0.0
Skill: Affinity Photo,1.0
Skill: Image Restoration,1.0
Skill: SAM Learning,1.0
Skill: Forest Mensuration,0.0
Skill: Process Sequencing,1.0
Skill: Ebean,1.0
Skill: Rhythm Guitar,0.0
Skill: Betacam,0.0
Skill: Venn Diagrams,1.0
Skill: Script Supervision,
Skill: Generic Java,1.0
Skill: Acting Workshop,
Skill: Certified Energy Procurement Professional,1.0
Skill: Commercial Combination Inspection,
Skill: Script.Aculo.Us,2.0
Skill: Juniper Networks Certified Associate,0.0
Skill: Magnetic Storage,0.0
Skill: Diaphragm Pump,
Skill: Roll Forming,0.0
Skill: Wind Farm Design,1.0
Skill: Accelerated Mobile Pages,0.0
Skill: Levantine Arabic,0.0
Skill: Video Web Presenter,0.0
Skill: PDF.js,
Skill: Rich Client Platform,
Skill: Thin Provisioning,0.0
Skill: Project Method,3.0
Skill: Periodic Processing,1.0
Skill: Urllib2,1.0
Skill: Simpletest,3.0
Skill: Uniform Codes,1.0
Skill: Fire Strategy,1.0
Skill: Milling Cutters,
Skill: Franking,0.0
Skill: Numerical Differentiation,
Skill: Traffic Calming,0.0
Skill: Transpose,0.0
Skill: Certified Internet Web Professional,
Skill: SteamVR,0.0
Skill: Integrated Learning Systems,0.0
Skill: Design Layout Records,
Skill: Mnesia,0.0
Skill: DITA Open Toolkits,0.0
Skill: Anoscopy,
Skill: Schematron,0.0
Skill: Oxygenxml,0.0
Skill: JSFiddle,0.0
Skill: Philosophy Of Religion,1.0
Skill: Tally System,0.0
Skill: Adventure Education,0.0
Skill: Gross Sales,1.0
Skill: Emergency Shut Down (ESD) System,1.0
