,July 2022 actual,July 2024 weighted predicted,Percentage Point change,Percentage change,Model Variance,Mean Salary,Most common occ,2nd most common occ,3rd most common occ,4th most common occ,5th most common occ,Most common ind,2nd most common ind,3rd most common ind,4th most common ind,5th most common ind,Monthly average obs,Prediction std dev,Number of Models,Average RMSE
Trend Analysis,0.0015650820534831,0.0014267308285964581,-0.00013835122488664196,-8.839870381156082,High,88407.69816272966,15-1200,13-2000,13-1000,11-9000,11-3000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Educational Services,443.625,0.0011133576166659543,24.0,0.23134220724378154
Triage,0.0078922878504971,0.025544989745918255,0.017652701895421154,223.67027444784964,High,83944.19934372437,15-1200,29-1000,29-2000,11-9000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Ambulatory Health Care Services,Hospitals,1810.6041666666667,0.02192162175122748,18.0,0.2647596201875409
Troubleshooting (Problem Solving),0.0571190297226819,0.07926179057778994,0.022142760855108037,38.76599613581176,High,65568.73791217501,15-1200,49-9000,17-3000,99-9000,17-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Computer and Electronic Product Manufacturing,16745.979166666668,0.053670913385820196,27.0,0.12220267365050154
Truck Driving,0.0068222493755007,0.010257199212349457,0.0034349498368487575,50.3492271798795,High,74775.1439811076,53-3000,53-7000,99-9000,43-5000,35-1000,Truck Transportation,Unclassified Industry,Support Activities for Transportation,"Merchant Wholesalers, Nondurable Goods",Administrative and Support Services,3863.1041666666665,0.003618360779911784,27.0,0.11412263391974399
Truckload Shipping,0.0006297335321006,0.0004538338885810085,-0.0001758996435195915,-27.93239275870282,High,67453.81179531656,53-3000,41-4000,43-5000,11-3000,13-1000,Truck Transportation,Unclassified Industry,Support Activities for Transportation,Couriers and Messengers,Administrative and Support Services,356.8125,0.0004052069313035189,21.0,0.07760425464662836
Trustworthiness,0.0089188248764679,0.01374345830375713,0.00482463342728923,54.094945176229515,High,50222.9275,41-2000,11-9000,15-1200,35-3000,43-4000,Unclassified Industry,Motor Vehicle and Parts Dealers,Administrative and Support Services,"Professional, Scientific, and Technical Services",Food Services and Drinking Places,2044.0,0.012277546863208297,13.0,0.38385899161982423
Truth In Lending Act,0.0007419928966571,0.0006747176002248922,-6.727529643220788e-05,-9.066838339733872,High,129836.29838709676,41-3000,13-2000,11-3000,43-4000,99-9000,Credit Intermediation and Related Activities,Unclassified Industry,Insurance Carriers and Related Activities,"Professional, Scientific, and Technical Services",Administrative and Support Services,456.3125,0.0004243124055420975,17.0,0.22860069504423516
Two-Way Radios,0.0009296642966095,0.001489392228634331,0.0005597279320248311,60.2075323389494,High,40537.64711600778,43-4000,33-9000,53-3000,43-5000,43-6000,Unclassified Industry,Accommodation,Administrative and Support Services,Management of Companies and Enterprises,Educational Services,236.0,0.0019696518439557727,24.0,0.5657180432826591
TypeScript,0.0030456340326406,0.006722399556080506,0.003676765523439906,120.7224992903073,High,134867.81569343066,15-1200,17-2000,11-9000,99-9000,51-9000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Credit Intermediation and Related Activities,Publishing Industries (except Internet),575.4583333333334,0.003166188876063915,15.0,0.2708021474297787
Typing,0.011157496481528,0.010430174488401276,-0.0007273219931267227,-6.518684494598355,Medium,41775.15925677376,43-4000,43-6000,29-2000,43-9000,99-9000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Hospitals,Ambulatory Health Care Services,3712.9166666666665,0.0011795499215356067,24.0,0.1210124535006048
Typography,0.0009285914569977,0.001522915951846276,0.000594324494848576,64.00279588723893,High,79855.1909650924,27-1000,15-1200,99-9000,27-3000,13-1000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Publishing Industries (except Internet),327.2291666666667,0.0012456516227977489,24.0,0.07719899219833609
Underwriting,0.0079070857788616,0.007825082454914714,-8.200332394688557e-05,-1.0370865605898583,Medium,98122.16229905307,13-2000,41-4000,13-1000,99-9000,43-4000,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",2669.1666666666665,0.0011115599985941466,23.0,0.09582703282153567
Unit Testing,0.006355589962599,0.006163508950337174,-0.00019208101226182543,-3.02223732796125,High,119073.49364482636,15-1200,13-1000,99-9000,15-2000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,1883.25,0.0036652850190434572,24.0,0.17195048503826976
Unix,0.0047825717129402,0.0072894231386361145,0.0025068514256959143,52.41638967823794,High,116078.88217131476,15-1200,99-9000,15-2000,13-1000,17-2000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Credit Intermediation and Related Activities,Educational Services,1700.8125,0.006013227184158017,23.0,0.09725245679174081
Unix Shell,0.0009256585874694,0.0011041187744849242,0.00017846018701552413,19.279266614206566,High,119402.55653526972,15-1200,99-9000,15-2000,13-1000,17-2000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,293.375,0.0005114831697944176,20.0,0.1979574824045598
Unpacking,0.0022367140018291,0.0022544790818173933,1.7765079988293214e-05,0.7942490624087658,Medium,33740.6158625731,29-2000,99-9000,53-7000,41-1000,41-2000,Health and Personal Care Stores,General Merchandise Stores,Clothing and Clothing Accessories Stores,Unclassified Industry,Administrative and Support Services,648.0833333333334,0.00047682725952721724,20.0,0.07277548982042113
Unstructured Data,0.0010827688374313,0.0008208252671421135,-0.0002619435702891866,-24.192012296050816,Low,118412.0467571644,15-1200,15-2000,99-9000,13-1000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Insurance Carriers and Related Activities,Administrative and Support Services,Credit Intermediation and Related Activities,310.125,7.684414577375443e-05,24.0,0.10811769702892648
Upholstery,0.0011947853126171,0.0011148694466127263,-7.991586600437374e-05,-6.6887218281352325,Low,36757.01602415235,37-2000,49-3000,49-9000,53-7000,51-6000,Administrative and Support Services,Unclassified Industry,Accommodation,Repair and Maintenance,General Merchandise Stores,352.1875,6.263785459435483e-05,13.0,0.0647045203528659
Upselling,0.0052404474662574,0.005198291462583639,-4.2156003673761606e-05,-0.8044351927044199,Medium,49722.69388940521,41-4000,43-4000,41-2000,35-3000,11-2000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Accommodation,Food Services and Drinking Places,1539.8541666666667,0.0005698832413183986,24.0,0.15435471407434304
Urgent Care,0.001986982784992,0.0054581695624551525,0.0034711867774631523,174.69636897116487,High,86163.39672131148,29-1000,29-2000,31-9000,11-9000,43-6000,Hospitals,Unclassified Industry,Ambulatory Health Care Services,Administrative and Support Services,"Professional, Scientific, and Technical Services",460.9375,0.005064050987116192,24.0,0.2330863851594014
Urology,0.0011680722297171,0.0010720382339676755,-9.603399574942446e-05,-8.221580250451064,Low,116982.70630530974,29-1000,29-2000,31-9000,31-1100,41-4000,Hospitals,Unclassified Industry,Ambulatory Health Care Services,Administrative and Support Services,Educational Services,349.75,5.8181985683517816e-05,15.0,0.30676271324593823
Usability,0.0037343055647296,0.005281740855168315,0.0015474352904387145,41.4383682217704,High,108465.33254637435,15-1200,13-1000,11-2000,27-1000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Educational Services,976.5,0.008158718919769372,23.0,0.2305150146594603
Usability Testing,0.0015748496571835,0.0014654484214709558,-0.00010940123571254417,-6.946773313472986,Low,108207.24350649353,15-1200,11-2000,27-1000,13-1000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,478.4791666666667,4.944220415561939e-05,24.0,0.14956065957995618
Use Tax,0.0007215127074781,0.0007323709779462013,1.0858270468101349e-05,1.504931286110568,Medium,76135.8873015873,13-2000,11-3000,43-3000,99-9000,11-2000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,"Merchant Wholesalers, Durable Goods",Real Estate,232.47916666666663,0.0001808961542221984,24.0,0.3624083573469578
User Acceptance Testing (UAT),0.002821545770345,0.0024514579873327895,-0.00037008778301221047,-13.116490503252,High,107286.9153543307,15-1200,13-1000,15-2000,99-9000,11-2000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,768.6458333333334,0.0007116791320663979,24.0,0.20875079894127108
User Accounts,0.0006076656891315,0.0008483349164499349,0.0002406692273184349,39.60553172952861,High,69771.10816062176,15-1200,99-9000,41-4000,11-2000,13-1000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Educational Services,Computer and Electronic Product Manufacturing,200.22916666666663,0.0006810623441570859,23.0,0.09577003368854797
User Feedback,0.0007897222711745,0.0014878474702530863,0.0006981251990785863,88.40135634522656,High,102678.27789046652,15-1200,11-2000,13-1000,27-1000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",Insurance Carriers and Related Activities,228.29166666666663,0.0015040010208998817,16.0,0.7431580328022442
User Requirements Documents,0.0019579216914402,0.0018037401547572097,-0.00015418153668299013,-7.8747550199302365,High,103633.3344404701,15-1200,13-1000,15-2000,99-9000,11-9000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Food and Beverage Stores,Insurance Carriers and Related Activities,627.8333333333334,0.0005964646147625655,23.0,0.12316163978541893
User Research,0.0017459077464327,0.002124462288886311,0.0003785545424536108,21.682390906798297,High,118074.2532,15-1200,27-1000,11-2000,99-9000,13-1000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Publishing Industries (except Internet),Insurance Carriers and Related Activities,448.9166666666667,0.0005711943669463344,15.0,0.27270984361195
User Story,0.0054883256905718,0.004642874339769107,-0.000845451350802693,-15.404540445824194,High,114433.36644486692,15-1200,13-1000,11-2000,11-1000,99-9000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,1323.6875,0.0015559833551259577,16.0,0.2619405301803868
User-Centered Design,0.0007854860171444,0.001015391813788821,0.0002299057966444211,29.26924116106274,High,120946.24545454544,15-1200,27-1000,11-2000,17-2000,13-1000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,269.1041666666667,0.00036383434816234856,21.0,0.7674627539897815
Utilization Management,0.0019425054578347,0.0019108012142178608,-3.170424361683918e-05,-1.6321315077374208,Medium,87490.67449027975,29-1000,11-9000,21-1000,29-2000,99-9000,Insurance Carriers and Related Activities,Hospitals,Unclassified Industry,Ambulatory Health Care Services,Administrative and Support Services,738.8958333333334,0.00041369992433933463,24.0,0.10355847074196137
Vaccination Administration,0.0006226795084598,0.001158520356411564,0.000535840847951764,86.05403593209103,High,53988.26060191519,31-9000,29-1000,29-2000,49-9000,11-9000,Health and Personal Care Stores,Ambulatory Health Care Services,Unclassified Industry,Hospitals,"Professional, Scientific, and Technical Services",208.97916666666663,0.00047143229506612814,24.0,0.17701702541147468
Valid Driver's License,0.0817533161090958,0.06168785685774336,-0.020065459251352433,-24.543908683258866,High,46969.10002349624,53-3000,11-9000,41-4000,49-9000,31-1100,Unclassified Industry,Administrative and Support Services,Ambulatory Health Care Services,"Professional, Scientific, and Technical Services",Motor Vehicle and Parts Dealers,26439.5625,0.021206857998112054,22.0,0.05370114771895574
Value Creation,0.0011066142755092,0.0016595087342184212,0.0005528944587092212,49.96270795935748,High,113572.51880877744,11-3000,11-9000,11-2000,15-1200,13-1000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Plastics and Rubber Products Manufacturing,Chemical Manufacturing,274.5625,0.0013405772454439773,21.0,0.6546229897177344
Value Engineering,0.0009202592542489,0.0007786219309557324,-0.00014163732329316764,-15.391024066231166,Medium,103802.76338432122,13-1000,11-9000,17-2000,11-3000,11-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Construction of Buildings,Specialty Trade Contractors,314.4791666666667,0.0001402500279824395,24.0,0.09238237875408424
Value Propositions,0.0078804410888786,0.008090670400552303,0.00021022931167370175,2.6677353374342365,High,106356.62819272446,11-2000,41-4000,15-1200,11-9000,13-1000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Computer and Electronic Product Manufacturing,2537.7291666666665,0.003973431295541488,28.0,0.1399745666638775
Value-Added Services,0.0009771766771853,0.0009395004191758219,-3.767625800947809e-05,-3.8556239510343553,Medium,68484.87446197991,41-4000,49-9000,11-2000,15-1200,41-2000,General Merchandise Stores,Unclassified Industry,"Professional, Scientific, and Technical Services","Merchant Wholesalers, Nondurable Goods",Administrative and Support Services,306.1666666666667,0.00010016830043479311,24.0,0.1955746182602409
Valves (Piping),0.0025253312456745,0.006365422126963321,0.003840090881288821,152.06285859988864,High,57748.22575143893,49-9000,17-3000,51-9000,17-2000,47-2000,Unclassified Industry,Administrative and Support Services,"Professional, Scientific, and Technical Services",Chemical Manufacturing,Fabricated Metal Product Manufacturing,743.125,0.007512597692413252,21.0,0.20086189665706727
Variance Analysis,0.0022553735031761,0.0024394280240790265,0.0001840545209029266,8.160711325362929,Medium,89222.76969320067,13-2000,11-3000,13-1000,99-9000,11-9000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Chemical Manufacturing,Real Estate,697.3333333333334,0.00033766751390951086,24.0,0.09061603947627
Variance Reporting,0.0007220698490089,0.0006911909437589232,-3.0878905249976784e-05,-4.276442963566559,Medium,72595.17577548006,13-2000,11-9000,11-3000,13-1000,29-1000,Unclassified Industry,Real Estate,"Professional, Scientific, and Technical Services",Administrative and Support Services,Hospitals,224.77083333333331,8.834821650650686e-05,24.0,0.6342928627860429
Vehicle Inspection,0.0028581292950467,0.00393135297956529,0.0010732236845185901,37.549864744696734,High,46076.43134548132,53-3000,49-3000,53-7000,37-3000,49-9000,Motor Vehicle and Parts Dealers,Unclassified Industry,Administrative and Support Services,Waste Management and Remediation Services,"Merchant Wholesalers, Nondurable Goods",872.8958333333334,0.0011652175458181423,24.0,0.18740812713934715
Vehicle Maintenance,0.0028562829821931,0.004066644896367606,0.0012103619141745061,42.37542014290092,High,50235.16499359248,49-3000,53-3000,49-9000,43-4000,41-1000,Unclassified Industry,Motor Vehicle and Parts Dealers,Truck Transportation,Rental and Leasing Services,Transit and Ground Passenger Transportation,805.0833333333334,0.0017437342786900852,24.0,0.23135816263388376
Vendor Contracts,0.001295981158507,0.0014301234418809547,0.0001341422833739548,10.350635307730075,High,87138.0837937385,11-9000,13-1000,11-3000,15-1200,11-1000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Real Estate,Health and Personal Care Stores,315.3541666666667,0.001513301075897349,24.0,0.5804789523310667
Vendor Management,0.0049526658732041,0.004673208114601644,-0.00027945775860245634,-5.642572419723171,High,92264.42927700716,15-1200,13-1000,11-9000,11-3000,11-2000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Real Estate,1383.1458333333333,0.001663132856793418,24.0,0.183534895663916
Vendor Relationship Management,0.0048257776308499,0.004037381663482537,-0.0007883959673673632,-16.337179780671192,Medium,76829.0328313253,13-1000,15-1200,11-9000,11-3000,11-2000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Health and Personal Care Stores,Insurance Carriers and Related Activities,1470.3958333333333,0.0005658996580449868,24.0,0.10610899695447451
Venipuncture,0.0019095970476485,0.0020375762255193334,0.00012797917787083337,6.701894414239298,Medium,48790.3164516129,31-9000,29-2000,29-1000,99-9000,31-1100,Ambulatory Health Care Services,Hospitals,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,521.3333333333334,0.0003436898938221249,24.0,0.0744786259587603
Ventilation,0.0012524654462302,0.0012971146577105371,4.464921148033705e-05,3.5649056518666336,Medium,57602.777170787806,49-9000,53-7000,37-2000,51-3000,17-2000,Unclassified Industry,Specialty Trade Contractors,Food and Beverage Stores,Administrative and Support Services,Educational Services,364.8125,0.0001679115287031129,24.0,0.12104647946947761
Verbal Communication Skills,0.0727074088134038,0.06376240986541125,-0.008944998947992555,-12.302733784598194,Medium,64685.48723970641,15-1200,13-1000,11-9000,99-9000,41-4000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Insurance Carriers and Related Activities,22931.75,0.008147831838488303,28.0,0.087935161146744
Verification And Validation,0.0010053605905152,0.0025488821108495207,0.0015435215203343207,153.52914515411217,High,101574.66615853658,15-1200,17-2000,13-1000,11-9000,11-3000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Computer and Electronic Product Manufacturing,Unclassified Industry,Miscellaneous Manufacturing,218.35416666666663,0.0012971661860872634,22.0,0.5047445970228246
Version Control,0.0060774684217547,0.005124773704029649,-0.0009526947177250509,-15.675848093505795,High,116183.77701396348,15-1200,17-2000,15-2000,99-9000,11-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Insurance Carriers and Related Activities,Computer and Electronic Product Manufacturing,1860.2916666666667,0.001432840637248322,16.0,0.20441887100444026
Vertical Market,0.0004521770319863,0.0003469124534691145,-0.00010526457851718553,-23.27950582867615,High,107998.05555555556,41-4000,11-2000,13-1000,15-1200,11-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Computer and Electronic Product Manufacturing,"Data Processing, Hosting, and Related Services",Administrative and Support Services,206.27083333333331,0.00011061285037115505,18.0,0.14558915315615578
Veterinary Medicine,0.0006616327843914,0.0008081512187539505,0.00014651843436255048,22.14497797253575,Medium,63093.10548327138,29-1000,29-2000,31-9000,11-9000,43-4000,"Professional, Scientific, and Technical Services",Unclassified Industry,Credit Intermediation and Related Activities,Administrative and Support Services,Educational Services,230.83333333333331,8.170483204956132e-05,16.0,0.4577612869439729
Video Conferencing,0.0020828175245397,0.0036255994216430262,0.001542781897103326,74.07187038356992,High,69089.10947176685,15-1200,13-2000,13-1000,43-6000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,"Data Processing, Hosting, and Related Services",Educational Services,569.125,0.0012878031215265418,23.0,0.22483394193506176
Video Editing,0.0007437931317564,0.0006930664981436803,-5.072663361271976e-05,-6.81999220575396,Medium,55632.68855218855,27-1000,13-1000,99-9000,27-3000,27-4000,Unclassified Industry,"Professional, Scientific, and Technical Services",Educational Services,Administrative and Support Services,Broadcasting (except Internet),222.02083333333331,9.553287729091298e-05,23.0,1.0494161265879873
Video Production,0.0010175732052895,0.0008227358523279884,-0.00019483735296151159,-19.147256624753624,High,63957.74702380953,13-1000,27-1000,99-9000,27-4000,27-3000,Unclassified Industry,"Professional, Scientific, and Technical Services",Educational Services,Administrative and Support Services,"Merchant Wholesalers, Durable Goods",247.91666666666663,0.000589833747105397,21.0,0.6096397201186585
Virtual Machines,0.0008867301383203,0.001498630871562586,0.0006119007332422859,69.00642109688373,High,108914.16921768709,15-1200,17-2000,99-9000,13-1000,11-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Computer and Electronic Product Manufacturing,Educational Services,267.25,0.0005394491326198044,24.0,0.4446884702901793
Virtual Private Networks (VPN),0.0022006332014931,0.0032893523748450653,0.0010887191733519653,49.47299589105917,High,89899.30609555189,15-1200,99-9000,17-2000,41-4000,11-9000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,"Merchant Wholesalers, Durable Goods",Computer and Electronic Product Manufacturing,742.375,0.0029838659661850127,25.0,0.07400215354844879
Virtual Teams,0.0047334283723867,0.023585415341484114,0.018851986969097415,398.27341803826266,High,118375.94900083264,15-1200,13-1000,11-9000,11-2000,11-3000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Publishing Industries (except Internet),931.8333333333334,0.014564706237278176,18.0,0.29916667153156273
Virtualization,0.002285659687018,0.0037220608003524012,0.0014364011133344012,62.844049859776405,High,112562.6269483183,15-1200,99-9000,41-4000,13-1000,11-9000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Computer and Electronic Product Manufacturing,"Merchant Wholesalers, Durable Goods",790.7916666666666,0.0020745677766247092,22.0,0.08251840562734346
Visionary,0.0008219654636968,0.0014563283650894546,0.0006343629013926546,77.17634492081936,High,110968.96451612904,11-9000,15-1200,11-2000,11-3000,11-1000,Unclassified Industry,"Professional, Scientific, and Technical Services",Educational Services,Administrative and Support Services,Computer and Electronic Product Manufacturing,266.6458333333333,0.00139899625343615,24.0,0.6439380324110349
Visitor Management,0.0005066090643705,0.0008438625508094229,0.0003372534864389229,66.57075645852998,High,31932.540181097906,33-9000,11-3000,39-6000,33-3000,11-9000,Administrative and Support Services,Unclassified Industry,Educational Services,"Professional, Scientific, and Technical Services",Hospitals,261.125,0.00041314881685283994,23.0,0.10930568298214761
Visual Acuity,0.0072890733542067,0.009731764754434009,0.002442691400227309,33.511686349233585,High,51728.269322709166,25-2000,29-2000,29-1000,11-9000,41-2000,Educational Services,Unclassified Industry,Health and Personal Care Stores,"Professional, Scientific, and Technical Services",Hospitals,1962.8125,0.008472411631922583,24.0,0.327306202539275
Visual Basic (Programming Language),0.0013799591901844,0.002151493342156216,0.0007715341519718161,55.909925268784086,High,97422.28659976387,15-1200,15-2000,13-1000,99-9000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Ambulatory Health Care Services,472.0833333333333,0.0012768397179787113,24.0,0.09309618781519609
Visual Basic For Applications,0.0016850246823728,0.0027129784059974683,0.0010279537236246683,61.00526208180733,High,98253.85108695652,15-2000,15-1200,13-2000,13-1000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,526.0,0.001989280148760655,24.0,0.12851397650914267
Visual Design,0.0016315169091123,0.0033724788224372,0.0017409619133249,106.70817468095679,High,102502.45863836016,15-1200,27-1000,99-9000,11-2000,13-1000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Publishing Industries (except Internet),502.4583333333333,0.002232168987503252,24.0,0.10572617373551878
Visual Merchandising,0.0066112454239302,0.006266473611185928,-0.00034477181274427185,-5.214929875335269,Low,38720.31372012407,41-2000,41-1000,27-1000,53-7000,99-9000,General Merchandise Stores,Clothing and Clothing Accessories Stores,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Unclassified Industry,Health and Personal Care Stores,1967.3333333333333,0.0005638663208559943,23.0,0.13830862112576311
Visualforce,0.0006202835236071,0.00034580939082119104,-0.0002744741327859089,-44.249786160653585,High,125757.28975903614,15-1200,13-1000,11-9000,99-9000,11-2000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Construction of Buildings,Insurance Carriers and Related Activities,280.8541666666667,0.00018167143538315214,22.0,0.1250823304637555
Vital Signs,0.0084393391349534,0.008457629434984692,1.8290300031292145e-05,0.21672668604510512,Medium,57712.52467542328,31-1100,31-9000,29-1000,29-2000,11-9000,Ambulatory Health Care Services,Unclassified Industry,Hospitals,Administrative and Support Services,Nursing and Residential Care Facilities,2432.020833333333,0.0013863923275152204,24.0,0.09752234329981577
Vlookups,0.0034664667313423,0.003265649739831982,-0.00020081699151031822,-5.793131943099797,Low,64268.61956912029,13-2000,13-1000,43-3000,99-9000,11-3000,Administrative and Support Services,"Professional, Scientific, and Technical Services",Unclassified Industry,"Merchant Wholesalers, Nondurable Goods",Insurance Carriers and Related Activities,1085.2291666666667,0.00031659724940950553,24.0,0.10877142899228413
Vocabulary,0.0008757255037618,0.0010550275556996086,0.00017930205193780854,20.47468655047635,Medium,51285.30920564217,25-2000,15-1200,11-9000,17-2000,43-6000,Unclassified Industry,Educational Services,"Professional, Scientific, and Technical Services",Real Estate,Administrative and Support Services,268.2708333333333,0.00021037141634358843,27.0,0.21284595118021796
Voicemail,0.0016031982734043,0.001497837534685807,-0.00010536073871849293,-6.571909442914096,Medium,47412.19309778143,43-4000,35-9000,15-1200,43-6000,41-4000,Unclassified Industry,Administrative and Support Services,Food Services and Drinking Places,"Professional, Scientific, and Technical Services",Nursing and Residential Care Facilities,480.7916666666667,0.00025128835590193163,24.0,0.06881197698092628
Vulnerability,0.0033650799557054,0.003254859406325633,-0.00011022054937976679,-3.275421411395914,Medium,107696.6916862132,15-1200,11-9000,99-9000,13-1000,33-9000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,1032.3125,0.000688853638750453,24.0,0.17944682809755608
Vulnerability Management,0.001059477017572,0.0014598376931519818,0.0004003606755799819,37.78851914102745,High,132071.4724770642,15-1200,99-9000,13-1000,11-9000,17-2000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Credit Intermediation and Related Activities,Computer and Electronic Product Manufacturing,282.6875,0.000849227779946827,23.0,0.8186843306255752
Warehouse Management,0.0013714444911372,0.0013156071453119037,-5.583734582529634e-05,-4.071425871490875,Low,56459.90218559656,53-7000,11-3000,15-1200,13-1000,11-1000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,"Merchant Wholesalers, Nondurable Goods","Merchant Wholesalers, Durable Goods",427.0625,8.654920784093046e-05,24.0,0.14128683881341195
Warehouse Management Systems,0.0040177353324967,0.004442787604897524,0.00042505227240082367,10.579399518003784,Medium,50534.348520302825,53-7000,15-1200,11-3000,43-5000,13-1000,Administrative and Support Services,Unclassified Industry,"Professional, Scientific, and Technical Services",Rental and Leasing Services,"Merchant Wholesalers, Nondurable Goods",1132.3541666666667,0.0005707034838794619,16.0,0.06901026935315377
Warehouse Operations,0.0027061025819772,0.002848838449547432,0.00014273586757023197,5.274591899097289,Medium,46009.657608695656,53-7000,11-3000,53-1000,11-1000,43-5000,"Merchant Wholesalers, Nondurable Goods",Unclassified Industry,Administrative and Support Services,"Merchant Wholesalers, Durable Goods","Professional, Scientific, and Technical Services",749.8958333333334,0.0005746087832916391,25.0,0.050293634366974364
Warehousing,0.0448379229975438,0.06082306575806027,0.01598514276051647,35.65094387041998,High,37319.21522078593,53-7000,43-5000,99-9000,11-3000,51-9000,Administrative and Support Services,Nonstore Retailers,Unclassified Industry,"Merchant Wholesalers, Nondurable Goods","Professional, Scientific, and Technical Services",17836.729166666668,0.03430812054631268,27.0,0.0869197135832447
Waste Management,0.0010514918032106,0.0009479097668417806,-0.00010358203636881926,-9.850959945911548,Medium,49208.27419354839,53-7000,11-9000,37-2000,17-2000,49-9000,Unclassified Industry,Waste Management and Remediation Services,Administrative and Support Services,"Professional, Scientific, and Technical Services",Gasoline Stations,331.5833333333333,0.00013866058191138237,28.0,0.1918486923103848
Wastewater,0.0011574521299923,0.0009374111494603682,-0.0002200409805319317,-19.01080613445288,Medium,73503.35375086029,17-2000,11-9000,49-9000,51-8000,15-1200,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Chemical Manufacturing,Fabricated Metal Product Manufacturing,288.125,0.0001148149370912615,16.0,0.7563343410916141
